HP:0004015	橈骨骨幹端の異常
HP:0011077	臼歯の異常
HP:0011079	埋伏歯
HP:0011074	歯エナメル質の限局性低形成
HP:0011073	歯色の異常
HP:0011076	小臼歯の異常
HP:0011075	緑色の歯
HP:0011070	臼歯形態の異常
HP:0011072	歯根のない歯
HP:0011071	永久歯臼歯形態の異常
HP:0000394	垂耳
HP:0000395	目立つ対耳輪
HP:0000391	分厚い耳輪
HP:0011049	乳歯上顎側切歯無発生
HP:0011048	永久歯下顎門歯無発生
HP:0012379	酵素／補酵素の活性異常
HP:0011045	永久歯上顎門歯無発生
HP:0012376	小水晶体
HP:0012375	結膜浮腫
HP:0011044	異常な永久歯数
HP:0012378	疲労
HP:0011047	乳歯下顎門歯無発生
HP:0012377	半盲
HP:0011046	乳歯上顎門歯無発生
HP:0011041	頚椎無形成/低形成
HP:0012372	眼形態の異常
HP:0012371	顔面中部突出
HP:0011040	肝内胆管の異常
HP:0012374	眼球の異常
HP:0011043	循環性副腎皮質刺激ホルモン値異常
HP:0011042	カリウムホメオスターシスの異常
HP:0012373	眼生理の異常
HP:0012370	頬骨突出
HP:0000399	発語前感音難聴
HP:0000396	耳輪の過剰な巻き込み
HP:0011059	限局性歯周炎
HP:0012387	気管支炎
HP:0011056	第1小臼歯無発生
HP:0011055	永久歯臼歯無発生
HP:0012386	母趾欠損
HP:0011058	全般性歯周炎
HP:0012389	体肢筋筋緊張低下
HP:0012388	急性気管支炎
HP:0011057	第2永久歯臼歯無発生
HP:0012383	双方向性シャント
HP:0011052	上顎小臼歯無発生
HP:0012382	左-右シャントunt
HP:0011051	小臼歯無発生
HP:0012385	屈指
HP:0011054	臼歯無発生
HP:0011053	下顎小臼歯無発生
HP:0012384	鼻炎
HP:0012381	幼児中の自力摂食の遅延
HP:0011050	永久歯側切歯無発生
HP:0012380	carnitine O-palmitoyltransferase 活性減少
HP:0000372	耳道の異常
HP:0000370	中耳の異常
HP:0000371	急性中耳炎
HP:0012358	タンパクのO連結グリコシル化異常
HP:0011027	卵管異常
HP:0011026	膣無形成/低形成
HP:0012357	N-連結タンパクグリコシル化のマンノシル化増加
HP:0011029	内出血
HP:0011028	血液循環の異常
HP:0012359	O連結性蛋白グリコシル化のフコシル化異常
HP:0011023	プロスタグランディン代謝の異常
HP:0012354	N-連結タンパクグリコシル化のフコシル化増加
HP:0011022	不飽和脂肪酸代謝の異常
HP:0012353	N-連結タンパクのグリコシル化のフコシル化の減少
HP:0011025	心血管系生理の異常
HP:0012356	N-連結タンパクグリコシル化のマンノシル化の減少
HP:0011024	胃腸管の異常
HP:0012355	N連結性蛋白グリコシル化のマンノシル化異常
HP:0012350	N-連結タンパクグリコシル化のシアル化減少
HP:0011021	循環性酵素値の異常
HP:0012352	N連結性蛋白グリコシル化のフコシル化異常
HP:0011020	ムコ多糖類代謝の異常
HP:0012351	N-連結タンパクグリコシル化のシアル化増加
HP:0000378	コップ状耳
HP:0000376	II 型不完全な蝸牛分割
HP:0000377	耳介の異常
HP:0000375	蝸牛の異常
HP:0000383	耳介前領域の異常
HP:0000384	耳介前皮膚肉柱
HP:0000381	あぶみ骨強直
HP:0011038	腎再吸収異常
HP:0012369	頬骨奇形
HP:0012368	平坦な顔
HP:0011037	排尿減少
HP:0011039	外耳輪の異常
HP:0011034	アミロイドーシス
HP:0012365	低リン尿
HP:0011033	果糖代謝障害
HP:0012364	尿中カリウム減少
HP:0011036	腎排泄異常
HP:0012367	副泉門
HP:0012366	頭蓋底嵌頓
HP:0011035	腎皮質異常
HP:0012361	O-連結タンパクグリコシル化のフコシル化増加
HP:0011030	遷移元素陽イオンホメオスターシスの異常
HP:0012360	O-連結タンパクのグリコシル化のフコシル化の減少
HP:0012363	O-連結タンパクグリコシル化のシアル化減少
HP:0011032	体液調節の異常
HP:0012362	O連結性蛋白グリコシル化のシアル化異常
HP:0011031	鉄ホメオスターシスの異常
HP:0000389	慢性中耳炎
HP:0000387	耳朶欠損
HP:0000388	中耳炎
HP:0000385	小さい耳朶
HP:0000350	小さい額
HP:0001682	大動脈弁下狭窄
HP:0001681	狭心症
HP:0001680	大動脈縮窄
HP:0012339	安静時エネルギー消費の増加
HP:0011005	混合性肝硬変
HP:0012336	髄液 5-methyltetrahydrofolate 濃度の減少
HP:0012335	葉酸代謝の異常
HP:0011004	全身動脈枝の異常
HP:0012338	エネルギー消費異常
HP:0012337	ホメオスターシス異常
HP:0011006	頸部筋の異常
HP:0011001	骨ミネラル濃度の増加
HP:0012332	異常な自律神経生理
HP:0012331	異常な自律神経形態
HP:0011000	視神経路無形成/低形成
HP:0012334	肝外胆汁うっ滞
HP:0011003	重度近視
HP:0012333	異常な発汗刺激調節
HP:0011002	大理石骨症
HP:0012330	腎盂腎炎
HP:0000358	耳介後方回転
HP:0000359	内耳の異常
HP:0001688	洞性徐脈
HP:0000356	外耳の異常
HP:0000357	異常な耳の位置
HP:0001686	声喪失
HP:0001685	心筋線維症
HP:0001684	二次口心房中隔欠損症
HP:0001683	異所性心
HP:0000361	拍動性耳鳴 (鼓膜傍神経節腫)
HP:0001693	心シャント
HP:0001692	原発性心房性不整脈
HP:0000362	耳硬化症
HP:0001691	筋性弁下大動脈狭窄
HP:0000360	耳鳴
HP:0011019	染色体濃縮の異常
HP:0011016	尿中ブドウ糖濃度異常
HP:0012347	タンパクのN連結グリコシル化異常
HP:0012346	タンパクのグリコシル化異常
HP:0011015	血糖濃度の異常
HP:0011018	細胞周期の異常
HP:0012349	N連結性蛋白グリコシル化のシアル化異常
HP:0011017	細胞生理の異常
HP:0012348	N-連結タンパクグリコシル化のガラクトシル化の減少
HP:0012343	血清フェリチン減少
HP:0011012	多糖類代謝の異常
HP:0012342	マクロプロラクチノーマ
HP:0012345	グリコシル化異常
HP:0011014	ブドウ糖ホメオスターシス異常
HP:0011013	炭水化物代謝/ホメオスターシスの異常
HP:0012344	斑状強皮症
HP:0012341	マイクロプロラクチノーマ
HP:0012340	安静時エネルギー消費の減少
HP:0000369	耳介低位
HP:0000368	低位の後方回転した耳介
HP:0001698	心外膜滲出液
HP:0000365	難聴
HP:0001697	心外膜の異常
HP:0001696	全内臓逆位
HP:0000366	鼻の異常
HP:0000363	耳朶の異常
HP:0001695	心停止
HP:0000364	聴覚異常
HP:0001694	右-左シャント
HP:0001660	総動脈幹
HP:0002991	腓骨の異常
HP:0002990	腓骨無形成
HP:0012318	喉頭神経痛
HP:0012317	仙腸関節炎
HP:0012319	腹部色素欠損
HP:0100062	偽骨端 (第3趾)
HP:0012314	Bouchard 結節
HP:0012313	Heberden 結節
HP:0100061	第3趾象牙骨端
HP:0100060	不規則な骨端 of the 第3趾
HP:0012316	線維組織新生物
HP:0012315	組織球腫
HP:0100066	第4趾骨端欠損
HP:0012310	単球数の異常
HP:0100065	第3趾の三角形骨端
HP:0012312	単球減少症
HP:0100064	第3趾骨端の点状石灰化
HP:0100063	小さい第3趾骨端
HP:0012311	単球増多症
HP:0100069	第4趾の拡大した骨端
HP:0100068	第4趾の円錐骨端
HP:0100067	第4趾のブラケット骨端
HP:0000338	仮面顔
HP:0001669	大血管転位
HP:0000339	ボクサー顔貌
HP:0002999	膝蓋骨脱臼
HP:0000336	目立つ眼窩上縁
HP:0001667	右室肥大
HP:0000337	幅広い額
HP:0025637	血管攣縮
HP:0002997	尺骨の異常
HP:0002996	肘運動制限
HP:0001664	トルサードドポアンツ (Torsade de pointes)
HP:0001663	心室細動
HP:0001662	徐脈
HP:0002992	脛骨の異常
HP:0000331	短い下顎
HP:0001671	心中隔
HP:0000340	額傾斜
HP:0001670	非対称性中隔肥大
HP:0012329	タフトのある血管腫
HP:0012328	セメント腫
HP:0012325	慢性骨髄単球性白血病
HP:0100073	偽骨端 (第4趾)
HP:0100072	第4趾象牙骨端
HP:0012324	骨髄性白血病
HP:0012327	腹腔動脈圧迫
HP:0100071	不規則な骨端 of the 第4趾
HP:0012326	腹腔動脈の異常
HP:0100070	第4趾骨端の断片化
HP:0012321	D-2-ヒドロキシグルタル酸尿
HP:0100077	第5趾骨端欠損
HP:0012320	四肢色素欠損
HP:0100076	第4趾の三角形骨端
HP:0100075	第4趾骨端の点状石灰化
HP:0012323	睡眠時ミオクローヌス
HP:0100074	小さい第4趾骨端
HP:0012322	毛胞周囲炎
HP:0100079	第5趾の円錐骨端
HP:0100078	第5趾のブラケット骨端
HP:0000349	富士額
HP:0000347	小顎
HP:0001679	大動脈の異常
HP:0001678	房室ブロック
HP:0000348	高い額
HP:0001677	冠動脈疾患
HP:0000346	口笛顔貌
HP:0001676	動悸 (褐色細胞腫を伴う)
HP:0001675	褐色細胞腫に伴う律動障害
HP:0000343	長い人中
HP:0001674	完全型房室管欠損
HP:0000341	狭い額
HP:0001673	頻拍 (褐色細胞腫を伴う)
HP:0100080	第5趾の拡大した骨端
HP:0100084	偽骨端 (第5趾)
HP:0100083	第5趾象牙骨端
HP:0100082	不規則な骨端 of the 第5趾
HP:0100081	第5趾骨端の断片化
HP:0100088	第2趾末節骨骨端の異常
HP:0100087	第5趾の三角形骨端
HP:0100086	第5趾骨端の点状石灰化
HP:0100085	小さい第5趾骨端
HP:0100089	第2趾中節骨骨端の異常
HP:0001649	頻拍
HP:0000319	平坦な人中
HP:0002979	下肢湾曲
HP:0000316	両眼隔離
HP:0001648	肺性心
HP:0001647	二弁性大動脈弁
HP:0000317	顔面筋波動症 (ミオキミア)
HP:0002977	中枢神経を含む無形成/低形成
HP:0001646	大動脈弁の異常
HP:0000315	眼窩領域の異常
HP:0001645	突然心臓死
HP:0001644	拡張型心筋症
HP:0025615	膿瘍
HP:0002974	橈尺骨癒合
HP:0001643	動脈管開存症
HP:0001642	肺動脈狭窄
HP:0002973	前腕の異常
HP:0002972	遅延型過敏の減少
HP:0000311	丸い顔
HP:0001641	肺動脈弁の異常
HP:0001640	心拡大
HP:0002971	末梢血リンパ球表面の微絨毛欠損
HP:0002970	内反膝
HP:0002980	大腿骨弯曲
HP:0100091	第3趾末節骨骨端の異常
HP:0012307	へら状肋骨
HP:0012306	肋骨骨化異常
HP:0100090	第2趾基節骨骨端の異常
HP:0012309	皮膚アミロイドーシス
HP:0012308	血清補体 C9減少
HP:0100095	第4趾中節骨骨端の異常
HP:0012303	大動脈弓の異常
HP:0012302	単純ヘルペス脳炎
HP:0100094	第4趾末節骨骨端の異常
HP:0100093	第3趾基節骨骨端の異常
HP:0012305	下行大動脈弓縮窄
HP:0012304	大動脈弓低形成
HP:0100092	第3趾中節骨骨端の異常
HP:0100099	第5趾基節骨骨端の異常
HP:0100098	第5趾中節骨骨端の異常
HP:0100097	第5趾末節骨骨端の異常
HP:0012301	II 型 transferrin isoform プロフィール
HP:0012300	尿管無発生
HP:0100096	骨端の異常
HP:0000329	顔面血管腫
HP:0001659	大動脈逆流
HP:0000327	上顎低形成
HP:0001658	心筋梗塞
HP:0000325	三角形の顔
HP:0001657	遷延性 QT 間隔
HP:0002987	肘屈曲拘縮
HP:0000326	上顎の異常
HP:0001655	卵円孔開存
HP:0002986	橈側湾曲
HP:0000324	顔面非対称
HP:0001654	心弁の異常
HP:0001653	僧帽弁逆流
HP:0002984	橈骨低形成
HP:0000321	四角い顔
HP:0000322	短い人中
HP:0002983	小肢症
HP:0002982	脛骨湾曲
HP:0001651	右胸心
HP:0001650	大動脈弁狭窄
HP:0000320	鳥貌
HP:0002981	腓腹の異常
HP:0100022	運動の異常
HP:0100021	脳性麻痺
HP:0100020	後部水晶嚢白内障
HP:0100026	動静脈奇形
HP:0100025	馴れ馴れしさ
HP:0100024	著しい幸せな性質
HP:0100023	反復性の手
HP:0001629	心室中隔欠損
HP:0002959	Ig クラススイッチ再構成障害
HP:0100029	舌甲状腺
HP:0001627	心形態の異常
HP:0002958	免疫調節障害
HP:0001626	心血管系
HP:0100028	異所性甲状腺
HP:0100027	反復性膵炎
HP:0002955	肉芽腫症
HP:0001623	骨盤位
HP:0002953	脊椎圧迫骨折
HP:0001622	早産
HP:0001621	弱い声
HP:0002951	小脳虫部部分的欠損
HP:0001620	高音の声
HP:0100033	チック
HP:0100031	甲状腺新生物
HP:0100030	異所性副甲状腺甲状腺組織
HP:0100037	頭髪の異常
HP:0100036	偽骨折
HP:0000309	顔面中部の異常
HP:0100035	音性チック tics
HP:0100034	運動性チック
HP:0000307	尖った下顎
HP:0001639	肥大型心筋症
HP:0001638	心筋症
HP:0000308	小顎後退
HP:0001637	心筋の異常
HP:0100039	骨皮質肥厚
HP:0100038	成長の遅い頭髪
HP:0001636	Fallot 四徴症
HP:0000306	下顎の異常
HP:0002967	外反肘
HP:0000303	下顎突出
HP:0001635	うっ血性心不全
HP:0001634	僧帽弁逸脱
HP:0002965	皮膚アネルギー
HP:0001633	僧帽弁の異常
HP:0000301	顔面筋異常
HP:0002963	遅延型過敏症皮膚試験の異常
HP:0001631	心房中隔欠損
HP:0002961	異常ガンマグロブリン血症
HP:0000300	卵形の顔
HP:0002960	自己免疫
HP:0100040	幅広い第2趾
HP:0100044	第2趾骨端欠損
HP:0100043	幅広い第5趾
HP:0100042	幅広い第4趾
HP:0100041	幅広い第3趾
HP:0100048	第2趾骨端の断片化
HP:0001609	嗄声
HP:0100047	第2趾の拡大した骨端
HP:0100046	第2趾の円錐骨端
HP:0001608	声の異常
HP:0002938	腰椎前弯 hyperlordosis
HP:0001607	声門下狭窄
HP:0100045	第2趾のブラケット骨端
HP:0001606	声帯麻痺 (腫瘍による)
HP:0002937	半脊椎
HP:0001605	声帯麻痺
HP:0002936	遠位感覚障害
HP:0001604	声帯不全麻痺
HP:0100049	不規則な骨端 of the 第2趾
HP:0002933	腹壁ヘルニア
HP:0001602	喉頭狭窄
HP:0001601	喉頭軟化症
HP:0002932	アルデヒド・オキシダーゼ欠乏症
HP:0001600	喉頭の異常
HP:0002930	甲状腺ホルモン受容体障害
HP:0030151	胆管炎
HP:0100051	偽骨端 (第2趾)
HP:0100050	第2趾象牙骨端
HP:0030153	胆管細胞癌
HP:0100055	第3趾骨端欠損
HP:0100054	第2趾の三角形骨端
HP:0100053	第2趾骨端の点状石灰化
HP:0030157	側腹部痛
HP:0100052	小さい第2趾骨端
HP:0100059	第3趾骨端の断片化
HP:0100058	第3趾の拡大した骨端
HP:0100057	第3趾の円錐骨端
HP:0002949	頚椎癒合
HP:0100056	第3趾のブラケット骨端
HP:0001618	発音障害
HP:0002948	脊椎骨癒合
HP:0002947	頚椎後弯
HP:0002946	副脊椎骨
HP:0001615	粗い泣き声
HP:0002945	椎間腔狭窄
HP:0002944	胸腰椎側弯
HP:0001613	嗄声 (腫瘍衝突による)
HP:0001612	弱い泣き声
HP:0002943	胸部側弯
HP:0002942	胸部後弯
HP:0001611	鼻声発語
HP:0030149	心原性ショック
HP:0002909	汎アミノ酸尿
HP:0002919	ケトン尿
HP:0002918	高マグネシウム血症
HP:0002917	低マグネシウム血症
HP:0002916	染色体分離の異常
HP:0005180	三尖弁逆流
HP:0005181	早発性冠動脈疾患
HP:0002914	高クロール尿
HP:0005182	二弁性肺動脈弁
HP:0002913	ミオグロビン尿
HP:0002912	メチルマロン酸血症
HP:0005183	心外膜リンパ管拡張
HP:0005184	遷延性 QTc 間隔
HP:0002910	肝トランスアミナーゼ上昇
HP:0005185	全身性収縮期機能障害
HP:0005186	滑膜肥大
HP:0005187	進行性関節破壊
HP:0002929	Leydig 細胞の ゴナドトロピンへの不応性
HP:0002928	ピルビン酸脱水素酵素 (PDH) 複合体活性の減少
HP:0002927	ヒスチジン尿
HP:0005190	近位指関節過伸展
HP:0005191	先天性膝関節脱臼
HP:0002926	甲状腺生理異常
HP:0002925	甲状腺刺激ホルモン過剰症
HP:0005193	大関節運動制限
HP:0002924	循環性アルドステロン値減少
HP:0002923	リウマチ因子陽性
HP:0005194	平坦な中足骨頭
HP:0005195	多関節関節症
HP:0002922	髄液タンパクの増加
HP:0002921	髄液の異常
HP:0002920	循環性ACTH 値減少
HP:0005197	全身性朝のこわばり
HP:0005198	硬い指間(IP)関節
HP:0005199	腹壁筋無形成
HP:0030127	子宮内膜症
HP:0031456	子宮外妊娠
HP:0100004	心外膜中皮腫
HP:0100003	腹膜中皮腫
HP:0100002	胸膜中皮腫
HP:0100001	悪性中皮腫
HP:0100008	シュワン細胞腫
HP:0006490	下肢骨骨幹端の異常
HP:0100007	末梢神経新生物
HP:0005160	総肺静脈還流異常
HP:0100006	中枢神経新生物
HP:0006492	腓骨末節骨無形成/低形成
HP:0006491	脛骨骨幹端の異常
HP:0100005	精巣中皮腫
HP:0005162	左室機能障害
HP:0006494	足の骨の無形成/低形成
HP:0006493	下肢骨無形成/低形成
HP:0005164	肺動脈弁異形成
HP:0006496	上肢骨無形成/低形成
HP:0100009	頭蓋内髄膜腫
HP:0005165	短い PR 間隔
HP:0006495	尺骨無形成/低形成
HP:0006498	膝蓋骨無形成/低形成
HP:0005168	右房圧上昇
HP:0006499	大腿骨骨端の異常
HP:0100011	強膜シュワン細胞腫
HP:0100010	脊椎髄膜腫
HP:0002908	抱合型高ビリルビン血症
HP:0100015	Stahl 耳
HP:0002907	顕微血尿
HP:0100014	上網膜核
HP:0100013	乳房新生物
HP:0100012	眼新生物
HP:0002905	高リン血症
HP:0100019	皮質白内障
HP:0002904	高ビリルビン血症
HP:0005170	幅広いRS複合を伴う完全心ブロック
HP:0100018	核白内障
HP:0100017	水晶嚢白内障
HP:0002902	低ナトリウム血症
HP:0005172	左後束ブロック
HP:0100016	腸間膜の異常
HP:0002901	低カルシウム血症
HP:0002900	低カリウム血症
HP:0005173	石灰化性大動脈弁狭窄
HP:0005174	膜性弁下大動脈狭窄
HP:0005176	大動脈弁異形成
HP:0005177	早発性動脈硬化症
HP:0005178	狭いQRS複合を伴う完全心ブロック
HP:0005148	肺動脈弁奇形
HP:0006479	歯髄の異常
HP:0006470	薄い長管骨骨幹
HP:0005141	心室性頻拍エピソード
HP:0006471	肘屈曲固定
HP:0006473	長管骨の前方湾曲
HP:0005143	右肺動脈の上行大動脈からの起始異常
HP:0005144	左室中隔肥大
HP:0006476	膵頭部細胞の異常
HP:0005145	冠動脈 狭窄
HP:0005146	心弁膜石灰化
HP:0006477	歯槽隆起の異常
HP:0005147	双方向性異所性心室
HP:0006481	乳歯の異常
HP:0005150	異常な房室電動
HP:0006480	早発性歯喪失
HP:0005151	大動脈の管前縮窄
HP:0006483	異常な歯の数
HP:0006482	歯形態異常
HP:0005152	好酸性顆粒細胞性心筋症
HP:0006485	切歯無発生
HP:0005155	心室性補充調律
HP:0006487	長管骨湾曲
HP:0006486	歯根の異常
HP:0005156	左房低形成
HP:0006489	大腿骨骨幹端の異常
HP:0005157	求心性肥大型心筋症
HP:0006488	腕湾曲
HP:0005129	先天性左室肥大
HP:0006459	尺骨の背部亜脱臼
HP:0006450	多中心性近位大腿骨骨端骨化
HP:0007780	皮質粉状白内障
HP:0007783	蝶形網膜色素上皮ジストロフィー
HP:0005120	心房の異常
HP:0007782	末梢網膜錐体変性
HP:0005121	波形の脊椎骨後部 (スカロッピング)
HP:0006454	膝蓋骨骨化遅延
HP:0006453	大腿骨頭の外側位置異常
HP:0006456	不規則な近位脛骨骨端
HP:0007787	後嚢下白内障
HP:0007786	裂孔性網膜脱色素
