OMIM:616033	小頭-低身長-ブドウ糖代謝異常
OMIM:136680	Frasier 症候群
OMIM:136760	前頭鼻異形成1
OMIM:136800	角膜ジストロフィー, Fuchs 内皮
OMIM:136830	
OMIM:136880	白点状眼底
OMIM:136900	Sorsby 眼底ジストロフィー
OMIM:137000	Futcher 線
OMIM:137040	胆嚢無発生
OMIM:137050	γ-A-グロブリン, 重合障害
OMIM:137100	IgA 欠損症感受性1 (IGAD1)
OMIM:137130	胃くしゃみ
OMIM:137200	神経ミオキミアおよび軸索ニューロパチー, 常染色体劣性
OMIM:137210	胃捻転, 胸腔内
OMIM:137215	
OMIM:137220	
OMIM:137245	
OMIM:137270	胃皮膚症候群
OMIM:137280	胃炎, 家族性巨大胃趨襞性
OMIM:137360	遺伝性軟骨腫症
OMIM:137370	外反膝, ヘレナ山家族性
OMIM:137400	地図状舌および溝状裂
OMIM:137440	Gerstmann-Straussler 病 (GSD)
OMIM:137500	巨大好中球症
OMIM:137575	
OMIM:137580	Gilles de la Tourette 症候群 (GTS)
OMIM:137600	眼前区異発生4
OMIM:137700	緑内障-上強膜静脈圧亢進
OMIM:137750	緑内障1, 開放隅角, A (GLC1A)
OMIM:137760	緑内障1, 開放隅角, B (GLC1B)
OMIM:137763	緑内障-睡眠時無呼吸
OMIM:137900	
OMIM:137920	腎嚢胞-糖尿病症候群
OMIM:138000	静脈奇形-グロムス細胞 (VMGLOM)
OMIM:138070	糖尿グリシン尿
OMIM:138110	
OMIM:138277	
OMIM:138340	
OMIM:138500	高グリシン尿
OMIM:138710	
OMIM:138770	GMS 症候群
OMIM:138790	甲状腺腫, 多結節性-嚢胞性腎疾患-指趾奇形
OMIM:138800	甲状腺腫, 多結節性, 1 +/- Sertoli-Leydig 細胞腫瘍 (MNG1)
OMIM:138920	GRANDDAD 症候群
OMIM:138930	Grant 症候群
OMIM:138990	肉芽腫症, 慢性, 常染色体優性型
OMIM:139000	鼻赤色肉芽
OMIM:139090	灰色血小板症候群
OMIM:139100	白髪, 早期
OMIM:139210	Myhre 症候群
OMIM:139290	
OMIM:139300	アロマターゼ過剰症候群
OMIM:139393	Guillain-Barre 症候群, 家族性
OMIM:139500	有毛性耳介
OMIM:139600	有毛性肘
OMIM:139630	有毛性鼻尖
OMIM:139650	有毛性手掌および足底
OMIM:139750	手足変形-扁平な顔貌
OMIM:139800	
OMIM:140000	手足性器症候群
OMIM:140300	橋本甲状腺腫
OMIM:140350	ホーキンシン尿症
OMIM:140400	心ブロック
OMIM:140450	心手症候群, スペイン型
OMIM:140600	骨関節炎への感受性2
OMIM:140700	Heinz 小体貧血
OMIM:140850	血管腫, 海綿状, 顔面-正中臍上部縫線
OMIM:140900	血管腫, 小腸
OMIM:141000	血管腫-血小板減少症候群
OMIM:141200	血尿, 良性家族性
OMIM:141300	片側顔面萎縮, 進行性
OMIM:141350	片顔面肥大-斜視 (HFH)
OMIM:141400	片側顔面発育不全-橈骨側異常
OMIM:141405	片側顔面スパスム, 家族性
OMIM:141500	偏頭痛, 家族性片麻痺性 1 (MHP1)
OMIM:141700	溶血性奇形赤血球性貧血, アンキリン欠乏部位減少による
OMIM:141750	αサラセミア/精神遅滞症候群, 16番染色体関連)
OMIM:142309	
OMIM:142330	
OMIM:142340	横隔膜ヘルニア, 先天性
OMIM:142350	鼡径ヘルニア, 二重
OMIM:142400	裂孔ヘルニア
OMIM:142500	虹彩異色症
OMIM:142623	Hirschsprung 病への感受性1 (HSCR)
OMIM:142625	多毛-骨異形成-知能障害症候群
OMIM:142630	
OMIM:142669	Beukes 股関節異形成
OMIM:142680	周期性発熱, 家族性, 常染色体優性
OMIM:142690	逆 瘡, 家族性, 1
OMIM:142700	股関節発生異形成1
OMIM:142730	組織球性皮膚関節炎
OMIM:142900	Holt-Oram 症候群 (HOS1)
OMIM:142945	全前脳症, 3 型
OMIM:142946	全前脳症,4 型
OMIM:143000	Horner 症候群
OMIM:143020	
OMIM:143050	上腕骨橈骨癒合症
OMIM:143095	脊椎骨端異形成-先天性関節脱臼
OMIM:143100	Huntington 病
OMIM:143200	Wagner 硝子体網膜症
OMIM:143460	
OMIM:143465	注意欠陥・多動性疾患 (ADHD)
OMIM:143470	高αリポ蛋白血症1
OMIM:143500	Gilbert 症候群
OMIM:143850	起立性低血圧, Streeten 型
OMIM:143860	高クロール汗症, 単独
OMIM:143870	高カルシウム尿症, 家族性本態性
OMIM:143890	高コレステロール血症, 家族性
OMIM:144010	高コレステロール血症, 家族性, B 型
OMIM:144050	高ヘパリン血症
OMIM:144100	多汗症, 味覚性
OMIM:144110	掌蹠多汗症
OMIM:144120	高免疫グロブリン G1(A1) 症候群
OMIM:144150	過角化症, 恒久性網状 (HLP)
OMIM:144190	過角化症-色素沈着症候群
OMIM:144200	掌蹠角皮症, 表皮剥離性 (EPPK)
OMIM:144250	高脂血症, 混合性
OMIM:144300	高リポ蛋白血症 II 型-難聴
OMIM:144600	高リポ蛋白血症 IV 型
OMIM:144650	高リポ蛋白血症 V 型
OMIM:144700	
OMIM:144750	全身性骨皮質骨化過剰症, Worth 良性型-口蓋隆起
OMIM:144755	内頭蓋骨化過剰症
OMIM:144800	内前頭骨硬化症
OMIM:145000	副甲状腺機能亢進症 1
OMIM:145001	副甲状腺機能亢進症 2, 下顎腫瘍を伴う
OMIM:145100	眼瞼色素沈着
OMIM:145200	色素沈着, Fuldauer および Kuijpers
OMIM:145250	色素沈着 +/- 低色素, 家族性進行性
OMIM:145260	偽性低アルドステロン血症 IIA 型
OMIM:145270	高プログルカゴン血症
OMIM:145290	反射亢進 (HRX)
OMIM:145295	副腎皮質アンドロゲン分泌亢進, 家族性
OMIM:145300	過敏性肺臓炎, 家族性
OMIM:145350	高タウリン尿性心筋症
OMIM:145400	両眼隔離
OMIM:145410	Opitz GBBB 症候群, 常染色体優性II 型
OMIM:145420	両眼隔離, Teebi 型
OMIM:145500	高血圧, 本態性 (EHT)
OMIM:145590	高体温, 皮膚-頭痛と悪心
OMIM:145600	高体温症, 麻酔時
OMIM:145650	甲状腺機能亢進, 家族性, TSH分泌不適当性
OMIM:145680	高サイロキシン血症, 異常トランスサイレチン血症性
OMIM:145701	先天性全身性多毛, Ambras 型 (HTC1)
OMIM:145750	高トリグリセリド血症, 家族性
OMIM:145800	真性筋肥大
OMIM:145900	肥大性ニューロパチー, Dejerine-Sottas
OMIM:145980	低カルシウム尿性高カルシウム血症, 家族性 I 型 (HHC1; FHH1)
OMIM:145981	低カルシウム尿性高カルシウム血症, 家族性 II 型 (HHC2)
OMIM:146000	軟骨低形成症
OMIM:146110	低ゴナドトロピン性性腺機能低下症7 +/- 無嗅覚
OMIM:146160	四肢低形成-ミューラー管奇形
OMIM:146200	副甲状腺機能低下症, 家族性単独 (FIH)
OMIM:146255	副甲状腺機能低下症-感音性難聴-腎疾患
OMIM:146300	低ホスファターゼ症, 成人
OMIM:146350	低リン酸血症性骨疾患
OMIM:146390	18p欠失症候群
OMIM:146450	尿道下裂3, 常染色体性 (HYSP3)
OMIM:146500	多系統萎縮症1, への感受性
OMIM:146510	Pallister-Hall 症候群
OMIM:146520	寡毛症2
OMIM:146550	寡毛症 4
OMIM:146580	
OMIM:146590	魚鱗癬, ヤマアラシ皮状, Curth-Macklin 型 (IHCM)
OMIM:146600	魚鱗癬, ヤマアラシ状
OMIM:146700	魚鱗癬, 尋常性
OMIM:146720	魚鱗癬-頬-眉毛症候群
OMIM:146750	魚鱗癬, 葉状, 常染色体優性型
OMIM:146800	水疱性魚鱗癬, Siemens;
OMIM:146830	免疫不全, 家族性分類不能型
OMIM:146840	免疫不全, 白血球およびリンパ球機能障害,  ヒスタミン-1 拮抗剤への反応
OMIM:146850	
OMIM:147050	IgE 反応性, アトピー性
OMIM:147060	高 IgE 性反復性感染症候群 1, 常染色体優性
OMIM:147250	単独正中上顎門歯
OMIM:147251	切歯癒合, 下顎
OMIM:147260	
OMIM:147300	切歯, 長い上顎
OMIM:147320	インスリン受容体, 家族性増加
OMIM:147330	切歯欠損, 下顎
OMIM:147350	切歯回転, 上顎
OMIM:147400	切歯, シャベル型
OMIM:147421	封入体筋炎
OMIM:147430	Marsili 症候群
OMIM:147480	肝内胆汁うっ滞, 妊娠時, 1
OMIM:147530	無痛覚症-肥大性ミエリン症
OMIM:147540	
OMIM:147560	
OMIM:147610	虹彩色素層亀裂
OMIM:147630	インスリノーマ-糖尿病
OMIM:147710	腸重積
OMIM:147750	IVIC 症候群
OMIM:147770	Johnson 神経外胚葉症候群
OMIM:147791	Jacobsen 症候群
OMIM:147800	Aase-Smith 症候群 I 型
OMIM:147820	内頚動脈, 自然解離, spontaneous dissection of
OMIM:147891	坐骨股足膝蓋骨症候群
OMIM:147900	関節弛緩症, 家族性
OMIM:147920	歌舞伎症候群 1
OMIM:147950	低ゴナドトロピン性性腺機能低下症2  +/- 無嗅覚症
OMIM:148000	
OMIM:148050	KBG 症候群
OMIM:148100	ケロイド形成
OMIM:148190	角膜炎, 遺伝性
OMIM:148200	遺伝性一過性角膜内皮炎
OMIM:148210	角膜炎-魚鱗癬-難聴症候群, 常染色体優性
OMIM:148300	円錐角膜1
OMIM:148350	角皮症, 掌蹠, 難聴を伴う
OMIM:148360	角皮症, 掌蹠-爪ジストロフィー-遺伝性運動感覚ニューロパチー
OMIM:148370	角質溶解性冬期紅斑
OMIM:148390	角化症, 家族性光線
OMIM:148500	胼胝-食道癌
OMIM:148520	掌蹠角化症-弯指
OMIM:148600	角皮症, 掌蹠, 点状型 IA
OMIM:148700	角化症, 線状掌蹠 I,巣状またはびまん性
OMIM:148730	角化症, 限局性掌蹠および歯肉
OMIM:148800	クローバー葉様頭蓋症候群
OMIM:148820	Waardernburg 症候群 III 型 (WS3)
OMIM:148840	Kleine-Levin 冬眠症候群
OMIM:149000	Klippel-Trenaunay-Weber 症候群
OMIM:149100	ナックルパッド (拳褥; 指関節背結節症)
OMIM:149200	ナックルパッド-爪甲白斑-感音性難聴
OMIM:149300	爪疾患, 非症候群性先天性2
OMIM:149400	(Kok disease  過剰驚愕症, 1
OMIM:149500	Kyrle (キルレ) 病
OMIM:149600	小陰唇, 不完全癒着
OMIM:149700	涙管奇形
OMIM:149730	涙耳歯指趾症候群 (LADD)
OMIM:150170	乳酸性アシドーシス, 慢性成人型
OMIM:150230	毛髪鼻指趾症候群 II 型
OMIM:150250	Larsen 症候群
OMIM:150260	喉頭外転筋麻痺
OMIM:150270	喉頭内転筋麻痺 (LAP)
OMIM:150280	喉頭軟化症
OMIM:150300	喉頭閉鎖, 先天性部分的
OMIM:150360	喉頭帯, 家族性
OMIM:150400	歯無発生, 選択的, 4 (STHAG4)
OMIM:150500	格子状網膜変性, 網膜剥離となる
OMIM:150550	なまけもの白血球症候群
OMIM:150590	下肢潰瘍, 家族性, 若年発症
OMIM:150600	Legg-Calve-Perthes 病
OMIM:150699	
OMIM:150700	
OMIM:150800	
OMIM:150900	黒子
OMIM:151000	中心顔面性神経癒合不全性黒子症
OMIM:151001	黒子症, 遺伝子パターン性
OMIM:151050	Lenz-Majewski 過骨性小人症
OMIM:151100	LEOPARD 症候群 1
OMIM:151200	8q22.1 重複症候群
OMIM:151210	扁平脊椎性骨格異形成, Torrance 型 (PLSDT)
OMIM:151380	
OMIM:151500	
OMIM:151590	萎縮性硬化性苔癬 (LSA)
OMIM:151600	爪疾患, 非症候群性先天性, 3
OMIM:151610	挙筋-内直筋協同運動
OMIM:151620	扁平苔癬, 家族性
OMIM:151623	Li-Fraumeni 症候群 (LFS)
OMIM:151630	上口唇の正中結節
OMIM:151640	口唇過誤腫
OMIM:151660	リポジストロフィー, 家族性, 部分、2型
OMIM:151700	
OMIM:151800	脂肪腫症, 多発性対称性
OMIM:151900	脂肪腫症, 多発性
OMIM:152300	
OMIM:152400	
OMIM:152420	
OMIM:152450	
OMIM:152550	腰椎狭窄症, 家族性
OMIM:152700	紅斑性狼瘡, 全身性 (SLE)
OMIM:152800	リンパ管拡張, 腸
OMIM:152900	リンパ浮腫-大脳動静脈奇形
OMIM:152950	小頭 +/- 脈絡膜網膜症-リンパ浮腫または精神遅滞
OMIM:153100	リンパ管奇形1
OMIM:153200	リンパ管奇形5
OMIM:153300	黄色爪症候群
OMIM:153400	リンパ浮腫-二列睫毛症候群
OMIM:153470	巨頭症, 良性家族性
OMIM:153480	
OMIM:153550	5q 欠失症候群
OMIM:153600	マクログロブリン血症, Waldenstrom, 感受性,1 (WM)
OMIM:153630	巨舌
OMIM:153640	
OMIM:153650	
OMIM:153670	Bernard-Soulier 症候群, A2 型, 常染色体優性
OMIM:153700	黄斑変性, 卵黄型, 2
OMIM:153800	黄斑変性, 加齢, 2
OMIM:153840	黄斑変性, 卵黄型, 1
OMIM:153870	黄斑変性, 中心環状
OMIM:153880	黄斑ジストロフィー, 優性嚢胞様
OMIM:153890	黄斑ジストロフィー, 開窓性光沢型
OMIM:154020	低マグネシウム血症2, 腎性 (HOMG2)
OMIM:154230	46,XY 性逆転 4
OMIM:154275	悪性高体温感受性-2 (MHS2)
OMIM:154276	悪性高体温感受性-3 (MHS3)
OMIM:154300	不正咬合, 上顎切歯突出による
OMIM:154370	
OMIM:154400	肢端顔異骨症1, Nager 型 (AFD1)
OMIM:154500	Treacher Collins 症候群 1
OMIM:154570	
OMIM:154600	マーカス・ガン現象
OMIM:154700	Marfan 症候群(MFS)
OMIM:154750	Marfan 様過伸展症候群
OMIM:154780	Marshall 症候群
OMIM:154800	肥満細胞症, 皮膚
OMIM:154850	咀嚼筋肥大
OMIM:155000	上顎顔異骨症
OMIM:155050	上顎鼻異形成, Binder 型
OMIM:155100	巨大血小板性血小板減少-顆粒球封入体 +/- 腎炎または感音難聴
OMIM:155140	Meckel 憩室
OMIM:155145	上口唇正中裂-鼻中隔ポリープ
OMIM:155200	胸骨中心脱色素線
OMIM:155240	
OMIM:155255	
OMIM:155310	内臓ミオパチー
OMIM:155350	巨大脳症, 常染色体優性
OMIM:155500	巨指症
OMIM:155600	
OMIM:155601	
OMIM:155700	
OMIM:155720	
OMIM:155755	メラノーマ-星状細胞腫症候群
OMIM:155770	
OMIM:155900	Melkersson 症候群
OMIM:155950	メロレオストーシス, 単独
OMIM:155980	膜性頭蓋骨骨化遅延
OMIM:156000	メニエール病
OMIM:156190	精神遅滞-成長障害-弱視
OMIM:156200	精神遅滞, 常染色体優性 1
OMIM:156220	感覚異常性大腿神経痛, 家族性
OMIM:156230	四肢中部短縮小人症, 脛骨および橈骨低形成型 (Leroy 型)
OMIM:156232	四肢中部短縮性異形成, Kantaputra 型 (MMDK; MDK)
OMIM:156250	メタ軟骨腫症
OMIM:156300	
OMIM:156310	異染性白質ジストロフィー, 成人発症, アリルスルファターゼA 正常
OMIM:156400	骨幹端軟骨異形成, Jansen 型
OMIM:156500	骨幹端軟骨異形成, Schmid 型 (MCDS)
OMIM:156510	骨幹端異形成-上顎骨低形成-短指症
OMIM:156520	内反中足骨, I 型
OMIM:156530	変形性異形成
OMIM:156550	Kniest 異形成
OMIM:156580	小頭症, 常染色体優性
OMIM:156600	小瞳孔症, 先天性
OMIM:156620	小頭-難聴症候群
OMIM:156700	小角膜-緑内障-前頭洞欠損
OMIM:156810	小胃症-四肢減少連合
OMIM:156830	小肢性骨異形成-クローバー葉様頭蓋
OMIM:156850	小眼球症-白内障
OMIM:156900	小眼球-近視-瞳孔偏位
OMIM:157150	小球状水晶体-ヘルニア
OMIM:157151	小球状水晶体-骨幹端異形成
OMIM:157170	全前脳症 2 (HPE2)
OMIM:157300	偏頭痛, 前兆を伴う, 感受性, 1
OMIM:157400	稗粒腫, 多発性発疹性
OMIM:157600	鏡面運動1
OMIM:157800	心脊椎手根骨顔症候群
OMIM:157900	Moebius 症候群
OMIM:157950	永久歯臼歯の二次性遺残
OMIM:157980	MOMO 症候群
OMIM:158000	連珠毛
OMIM:158030	
OMIM:158040	
OMIM:158100	単一趾骨, 母趾
OMIM:158170	9p モノソミー症候群
OMIM:158250	モザイク, 染色体
OMIM:158280	
OMIM:158300	遠位関節拘縮症 7 型
OMIM:158310	粘膜上皮異形成, 遺伝性
OMIM:158320	Muir-Torre 症候群
OMIM:158330	ミューラー管無形成と高アンドロジェン症
OMIM:158345	多発性外骨症-痙性四肢不全麻痺
OMIM:158350	Cowden 症候群1
OMIM:158400	筋けいれん, 家族性
OMIM:158500	筋萎縮-運動失調-色素性網膜炎-糖尿病
OMIM:158580	ニューロン症, 遠位遺伝性運動, VIIA 型
OMIM:158590	ニューロン症, 遠位遺伝性運動, IIA型
OMIM:158600	脊髄性筋萎縮症, 下肢が主の, 1, 常染色体優性
OMIM:158650	筋萎縮, 悪性神経原性
OMIM:158800	筋ジストロフィー, Barnes 型
OMIM:158900	顔面肩甲上腕型筋ジストロフィー 1
OMIM:158901	顔面肩甲上腕型筋ジストロフィー2
OMIM:159000	
OMIM:159001	
OMIM:159050	筋ジストロフィー, 仮性肥大性- 内部移行性毛細血管
OMIM:159100	筋低形成, 先天性全身性, Krabbe
OMIM:159400	筋無力症, 肢帯型, 自己免疫性
OMIM:159500	
OMIM:159550	運動失調-汎血球減少症候群
OMIM:159580	ミエロパチー, HTLV1-連関性
OMIM:159595	骨髄増殖症候群, 一過性 (MST)
OMIM:159600	ミオクロニーてんかん, Hartung 型
OMIM:159700	ミオクローヌス-運動失調
OMIM:159800	ミオクローヌス-小脳性運動失調-難聴
OMIM:159900	ジストニア11, ミオクローヌス
OMIM:159950	脊髄筋萎縮-進行性ミオクロニーてんかん
OMIM:160010	ミオグロビン尿症, 常染色体優性
OMIM:160120	運動失調エピソード 1 型 (EA1)
OMIM:160150	ミオパチー, 中心核, 1
OMIM:160300	ミオパチー, 遠位, 乳児期発症
OMIM:160500	ミオパチー, 遠位 1
OMIM:160570	ミオパチー, 糖蛋白とグリコサミノグリカン沈着を伴う
OMIM:160700	近視 2, 常染色体優性
OMIM:160750	筋炎
OMIM:160800	筋緊張亢進症, 先天性, 常優型
OMIM:160900	筋強直性ジストロフィー1
OMIM:160980	Carney 複合 1 型 (CNC)
OMIM:160990	筋緊張性ミオパチー, 円柱性螺旋を伴う
OMIM:161000	Naegeli-Franceschetti-Jadassohn 症候群
OMIM:161050	爪疾患, 非症候群性先天性, 1
OMIM:161200	爪膝蓋骨症候群 (NPS; NPS1)
OMIM:161400	ナルコレプシー 1
OMIM:161470	鼻軟骨破綻, 両側性
OMIM:161480	鼻骨欠損
OMIM:161500	鼻溝, 家族性横断性
OMIM:161530	鼻色素沈着, 家族性横断性
OMIM:161550	
OMIM:161600	副舟状骨
OMIM:161700	壊死性脳脊髄症, 亜急性, 成人型
OMIM:161800	ネマリンミオパチー 3
OMIM:161900	腎不全, 進行性-高血圧
OMIM:161950	IgA 腎症への感受性1
OMIM:162000	高尿酸血症性腎症, 家族性若年性, 1
OMIM:162020	
OMIM:162100	筋萎縮, 遺伝性神経痛性
OMIM:162210	神経線維腫症, 家族性脊髄
OMIM:162240	神経線維腫症-褐色細胞腫-十二指腸カルチノイド症候群
OMIM:162260	神経線維腫症 III 型, 中枢および末梢混合型 (NF3A)
OMIM:162270	神経線維腫症 IV 型, Riccardi (NF4)
OMIM:162300	多発性内分泌腫症 IIB 型 (MEN2B)
OMIM:162350	セロイド-リポフスシン症, ニューロン性, 4B, 常染色体優性
OMIM:162370	ニューロパチー, 先天性-多発性関節拘縮
OMIM:162380	ニューロパチー, 遺伝性感覚運動-上向性運動ニューロン / 視覚路 / 自律神経障害
OMIM:162400	ニューロパチー, 遺伝性感覚および自律神経 IA 型
OMIM:162500	ニューロパチー, 遺伝性-圧麻痺 (HNPP)
OMIM:162600	ニューロパチー-血清 / 髄液 / 尿中パラタンパク
OMIM:162700	好中球減少症, 慢性家族性
OMIM:162800	周期性好中球減少
OMIM:162820	好中球化学遊走能反応 (NCR)
OMIM:162830	好中球増多症, 遺伝性
OMIM:162900	表皮母斑
OMIM:163000	毛細血管奇形, 先天性
OMIM:163050	貧血母斑
OMIM:163100	火炎状母斑, 項部
OMIM:163200	Schimmerlpenning-Feuerstein-Mims 症候群
OMIM:163400	Nievergelt 症候群
OMIM:163500	夜盲, 先天性定常, 常染色体優性2 (CSNB3)
OMIM:163600	乳頭逆位
OMIM:163700	乳頭, 過剰
OMIM:163800	病的洞症候群2
OMIM:163850	皮膚結節, 多発性-尿路異常
OMIM:163950	Noonan 症候群 1 (NS1)
OMIM:164000	鼻, 異常な形
OMIM:164100	眼振 2, 先天性, 常染色体優性 (NYS2)
OMIM:164150	眼振, 遺伝性垂直
OMIM:164180	眼大脳皮膚症候群
OMIM:164185	
OMIM:164190	
OMIM:164200	眼歯指趾異形成 (ODDD)
OMIM:164210	片側顔面矮小症
OMIM:164220	Schilbach-Rott 症候群
OMIM:164230	強迫症
OMIM:164280	Feingold 症候群 1
OMIM:164300	眼咽頭筋ジストロフィー(OPMD)
OMIM:164310	眼咽頭遠位ミオパチー
OMIM:164330	歯牙腫-嚥下困難症候群
OMIM:164400	脊髄小脳失調症 1 (SCA1)
OMIM:164500	脊髄小脳性運動失調 7
OMIM:164680	趾爪甲鉤湾症-手掌角化症-粗い毛髪
OMIM:164700	オリーブ核橋小脳萎縮症 V
OMIM:164745	肩異形成2
OMIM:164750	臍帯ヘルニア, 常染色体性
OMIM:164800	爪疾患, 非症候群性先天性, 5
OMIM:164891	
OMIM:164900	眼下顎四肢異形成
